MSZoning,LotArea,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,ExterQual,Foundation,BsmtQual,TotalBsmtSF,CentralAir,Electrical,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageCond,SaleType,SaleCondition,SalePrice
RM,9600,1.5Fin,5,1925,1994,TA,PConc,TA,702,Y,SBrkr,1472,1,3,1,6,0,1,Fa,WD,Normal,125000
RM,4500,1Story,6,1999,1999,TA,PConc,Ex,1224,Y,SBrkr,1224,2,2,1,5,0,2,TA,WD,Normal,165000
RL,9364,2Story,6,1969,1969,TA,CBlock,TA,663,Y,SBrkr,1352,1,4,1,7,0,1,TA,WD,Normal,158000
RL,8029,2Story,6,2005,2005,TA,PConc,Gd,728,Y,SBrkr,1456,2,3,1,8,0,2,TA,WD,Normal,176000
RL,14054,2Story,7,2006,2006,Gd,PConc,Gd,879,Y,SBrkr,1863,2,4,1,9,1,3,TA,New,Partial,219210
RM,8850,2.5Unf,7,1916,1950,TA,BrkTil,TA,815,Y,SBrkr,1690,1,3,1,7,1,1,TA,ConLw,Normal,144000
RL,9100,1Story,7,2001,2001,Gd,PConc,Gd,1212,Y,SBrkr,1212,2,3,1,6,0,2,TA,WD,Normal,178000
RL,11235,1Story,4,1963,1979,TA,CBlock,TA,1051,Y,SBrkr,1382,1,3,1,6,1,2,TA,WD,Normal,148000
RL,9353,1Story,4,1970,1970,TA,CBlock,TA,864,Y,SBrkr,864,1,3,1,5,0,1,TA,Oth,Abnorml,116050
RL,10400,2Story,7,1998,1998,TA,PConc,Gd,866,Y,SBrkr,1779,2,3,1,6,0,2,TA,WD,Normal,197900
RM,6000,1.5Fin,5,1925,1997,TA,BrkTil,TA,884,Y,SBrkr,1348,1,3,1,5,1,1,TA,WD,Normal,117000
RL,9750,1Story,7,2000,2001,Gd,PConc,Gd,1630,Y,SBrkr,1630,2,3,1,6,1,2,TA,WD,Normal,213000
RL,10140,1Story,5,1975,1975,TA,CBlock,Gd,1056,Y,SBrkr,1074,1,3,1,6,0,2,TA,WD,Normal,153500
RL,14684,1Story,7,1990,1991,Gd,CBlock,Gd,2158,Y,SBrkr,2196,2,3,1,7,1,3,TA,WD,Normal,271900
RH,8900,1Story,4,1966,1966,TA,CBlock,TA,1056,Y,SBrkr,1056,1,2,1,5,0,1,TA,WD,Normal,107000
RL,9135,1Story,6,2003,2003,Gd,PConc,Gd,1682,Y,SBrkr,1700,2,3,1,7,0,2,TA,WD,Normal,200000
RL,7763,1Story,5,1962,1980,TA,CBlock,TA,931,Y,SBrkr,1283,1,3,1,6,0,2,TA,WD,Normal,140000
RL,10182,1Story,8,2006,2006,Gd,PConc,Ex,1660,Y,SBrkr,1660,2,3,1,8,1,2,TA,New,Partial,290000
RL,11218,2Story,6,1992,1992,Gd,PConc,Gd,1055,Y,SBrkr,1845,2,3,1,8,1,2,TA,WD,Normal,189000
RL,12134,1.5Fin,8,1988,2005,Gd,Wood,Gd,559,Y,SBrkr,1752,2,4,1,8,0,2,TA,WD,Normal,164000
RL,9340,1Story,4,1941,1950,TA,CBlock,TA,672,Y,SBrkr,672,1,2,1,4,0,1,TA,WD,Normal,113000
RL,10246,SLvl,4,1965,2001,TA,CBlock,TA,648,Y,SBrkr,960,0,0,1,3,0,1,TA,WD,Normal,145000
RL,10205,SFoyer,5,1962,1962,TA,CBlock,TA,925,Y,SBrkr,999,1,3,1,6,0,1,TA,WD,Normal,134500
RL,7094,1Story,5,1966,1966,TA,CBlock,TA,894,Y,SBrkr,894,1,3,1,5,0,1,TA,WD,Normal,125000
RM,8930,1.5Fin,6,1978,1978,TA,Slab,NA,0,Y,SBrkr,1902,2,4,2,8,0,2,TA,WD,Normal,112000
FV,8640,1Story,8,2009,2009,Gd,PConc,Gd,1300,Y,SBrkr,1314,2,3,1,6,0,2,TA,New,Partial,229456
RM,6240,1.5Fin,4,1947,1950,TA,Slab,NA,0,N,SBrkr,912,1,2,1,3,0,0,NA,WD,Normal,80500
RM,1680,2Story,6,1971,1971,TA,CBlock,TA,672,Y,SBrkr,1218,1,3,1,7,0,0,NA,WD,Abnorml,91500
RL,7800,1Story,5,1964,1964,TA,CBlock,TA,912,Y,SBrkr,912,1,2,1,5,0,1,TA,WD,Abnorml,115000
RL,8250,1Story,5,1968,1968,TA,CBlock,TA,952,Y,SBrkr,1211,1,3,1,5,1,1,TA,WD,Normal,134000
RL,10496,1.5Fin,6,1949,1950,TA,CBlock,TA,1040,Y,SBrkr,1846,2,3,1,7,1,1,TA,WD,Normal,143000
RL,10680,1Story,5,1951,1951,TA,CBlock,TA,2136,N,FuseA,2136,2,4,1,7,0,2,TA,WD,Normal,137900
RL,15384,2Story,7,2004,2005,Gd,PConc,Gd,788,Y,SBrkr,1490,2,3,1,8,1,2,TA,WD,Normal,184000
RL,10482,SLvl,6,1958,1958,TA,CBlock,TA,588,Y,SBrkr,1138,1,3,1,6,0,1,TA,WD,Normal,145000
RL,14598,2Story,6,2007,2007,Gd,PConc,Gd,894,Y,SBrkr,1933,2,4,1,9,1,3,TA,WD,Normal,214000
RL,8872,1Story,5,1965,2008,TA,CBlock,TA,912,Y,SBrkr,912,1,2,1,5,0,2,TA,WD,Normal,147000
RL,8769,1Story,9,2008,2008,Ex,PConc,Ex,1702,Y,SBrkr,1702,1,1,1,7,1,3,TA,New,Partial,367294
RL,7910,SLvl,5,1960,1960,TA,CBlock,TA,1075,Y,SBrkr,1507,2,4,1,7,0,1,TA,WD,Normal,127000
RL,18890,1.5Fin,5,1977,1977,TA,CBlock,Gd,1361,Y,SBrkr,2620,2,4,2,12,1,2,TA,WD,Normal,190000
RL,7728,SLvl,5,1962,1962,TA,CBlock,TA,1106,Y,SBrkr,1190,1,3,1,6,0,2,TA,WD,Normal,132500
RL,9842,1Story,4,1962,1962,TA,Slab,NA,0,Y,SBrkr,1224,2,2,2,6,0,2,TA,WD,Normal,101800
RL,12160,1Story,5,1959,1959,TA,CBlock,TA,1188,Y,SBrkr,1188,1,3,1,6,0,2,TA,COD,Abnorml,142000
RH,8525,2Story,5,1911,1950,TA,PConc,TA,940,N,FuseA,1964,1,4,1,7,0,0,NA,WD,Abnorml,130000
RL,13132,2Story,5,1914,1950,TA,BrkTil,Gd,747,Y,FuseF,1784,1,4,1,9,0,1,Fa,WD,Normal,138887
RL,2628,2Story,7,2003,2003,Gd,PConc,Gd,764,Y,SBrkr,1626,2,2,1,6,0,2,TA,WD,Normal,175500
RL,12393,2Story,7,2004,2005,Gd,PConc,Gd,847,Y,SBrkr,1948,2,4,1,8,1,2,TA,WD,Normal,195000
RL,13072,1Story,6,2005,2005,Gd,PConc,Gd,1141,Y,SBrkr,1141,1,3,1,6,0,2,TA,WD,Abnorml,142500
RL,9037,1Story,8,2006,2006,Gd,PConc,Gd,1476,Y,SBrkr,1484,2,2,1,6,1,2,TA,WD,Normal,265900
RL,8158,2Story,7,2003,2003,Gd,PConc,Gd,884,Y,SBrkr,1768,2,3,1,8,0,2,TA,WD,Normal,224900
RL,9849,1Story,7,2007,2007,Gd,PConc,Gd,1689,Y,SBrkr,1689,2,3,1,7,0,3,TA,New,Partial,248328
RL,10625,SFoyer,7,1974,1974,TA,CBlock,Gd,1053,Y,SBrkr,1173,2,3,1,6,2,2,TA,WD,Family,170000
RL,13891,1Story,10,2006,2006,Ex,PConc,Ex,2076,Y,SBrkr,2076,2,2,1,7,1,3,TA,New,Partial,465000
RL,11435,2Story,8,1929,1950,TA,PConc,Gd,792,Y,SBrkr,1517,1,3,1,7,2,2,TA,WD,Normal,230000
RL,12090,SLvl,6,1984,2003,TA,CBlock,Gd,585,Y,SBrkr,1868,3,3,1,7,1,2,TA,WD,Abnorml,178000
FV,8125,2Story,7,2005,2006,Gd,PConc,Gd,756,Y,SBrkr,1553,2,3,1,6,0,2,TA,New,Partial,186500
RL,12328,SLvl,6,1976,1976,TA,CBlock,TA,1012,Y,SBrkr,1034,1,3,1,6,0,3,TA,WD,Normal,169900
RM,9600,2.5Unf,6,1917,1950,TA,BrkTil,Gd,735,N,SBrkr,2058,1,3,1,8,1,2,Fa,WD,Normal,129500
RL,7200,1Story,5,1950,1950,TA,CBlock,TA,876,Y,SBrkr,988,1,3,1,6,0,1,TA,WD,Normal,119000
RL,11160,1Story,7,1968,1968,Gd,CBlock,TA,2110,Y,SBrkr,2110,2,3,1,8,2,2,TA,WD,Normal,244000
RL,3136,1Story,7,2003,2003,Gd,PConc,Gd,1405,Y,SBrkr,1405,2,2,1,6,1,2,TA,WD,Normal,171750
RL,9858,1Story,5,1968,1968,TA,CBlock,TA,864,Y,SBrkr,874,1,3,1,5,0,1,TA,WD,Normal,130000
RL,17542,2Story,7,1974,2003,Gd,CBlock,TA,1192,Y,SBrkr,2167,2,3,1,9,2,2,TA,WD,Normal,294000
RL,6931,2Story,7,2003,2004,Gd,PConc,Gd,746,Y,SBrkr,1656,2,3,1,7,1,2,TA,WD,Normal,165400
RM,6240,1.5Fin,6,1931,1950,TA,BrkTil,TA,884,Y,FuseA,1367,1,3,1,6,1,1,TA,WD,Normal,127500
RL,14303,1Story,8,1994,1994,Gd,PConc,Gd,1986,Y,SBrkr,1987,2,2,1,7,1,2,TA,WD,Normal,301500
RL,4060,1Story,5,1922,1950,TA,PConc,Fa,864,Y,SBrkr,864,1,2,1,4,0,0,NA,WD,Normal,99900
RL,9587,SLvl,7,2005,2005,Gd,PConc,Gd,856,Y,SBrkr,1166,2,2,1,5,0,2,TA,WD,Normal,190000
RL,9750,1Story,6,1969,1969,TA,CBlock,Gd,1054,Y,SBrkr,1054,1,3,1,6,0,2,TA,WD,Normal,151000
RL,24682,2Story,6,1999,1999,TA,PConc,Gd,841,Y,SBrkr,1675,2,3,1,7,1,2,TA,WD,Normal,181000
RL,9600,1Story,5,1956,1956,TA,CBlock,TA,1050,Y,SBrkr,1050,1,2,1,5,0,1,TA,WD,Normal,128900
RL,11250,1.5Fin,4,1957,1989,TA,CBlock,TA,1104,Y,FuseA,1788,1,5,1,8,2,1,TA,WD,Normal,161500
RL,13515,2Story,6,1919,1950,TA,PConc,TA,764,Y,FuseA,1824,1,3,1,8,1,2,TA,WD,Normal,180500
RH,4060,1Story,6,1998,1999,Gd,PConc,Gd,1405,Y,SBrkr,1337,2,2,1,5,0,2,TA,COD,Abnorml,181000
FV,3735,2Story,7,1999,1999,Gd,PConc,Gd,691,Y,SBrkr,1452,2,3,1,6,0,2,TA,WD,Normal,183900
RM,10120,2.5Unf,7,1910,1950,Fa,CBlock,TA,925,N,FuseF,1889,1,4,2,9,1,1,TA,WD,Normal,122000
RL,13214,1Story,9,2008,2009,Ex,PConc,Ex,2002,Y,SBrkr,2018,2,3,1,10,1,3,TA,WD,Normal,378500
RL,14100,1.5Fin,8,1935,1997,TA,CBlock,TA,728,Y,SBrkr,3447,3,4,1,11,2,3,TA,WD,Normal,381000
RL,11344,1.5Fin,5,1958,1958,TA,CBlock,TA,874,Y,FuseA,1524,1,3,1,7,0,1,TA,WD,Normal,144000
RL,23595,1Story,7,1979,1979,Gd,PConc,Gd,1332,Y,SBrkr,1524,0,0,1,4,1,2,TA,WD,Normal,260000
RL,9156,1Story,6,1968,1968,TA,CBlock,TA,1489,Y,SBrkr,1489,2,3,1,7,1,2,TA,WD,Normal,185750
RL,13526,1Story,5,1965,1965,TA,CBlock,TA,935,Y,SBrkr,935,1,3,1,5,0,1,TA,WD,Normal,137000
RL,11512,SLvl,6,1959,2006,TA,CBlock,TA,1019,Y,SBrkr,1357,1,2,1,5,1,1,TA,WD,Normal,177000
RL,5362,1.5Fin,5,1910,2003,TA,PConc,TA,661,Y,SBrkr,1250,2,3,1,8,1,2,TA,WD,Normal,139000
RL,11345,2Story,5,1948,1950,TA,CBlock,TA,928,Y,FuseA,1920,2,4,2,10,0,2,Fa,WD,Normal,137000
RL,12936,2Story,6,1972,1972,TA,CBlock,TA,723,Y,SBrkr,1395,1,3,1,6,1,2,TA,WD,Normal,162000
RL,17871,SLvl,6,1967,1976,TA,CBlock,Gd,1680,Y,SBrkr,1724,1,3,1,7,1,2,TA,WD,Normal,197900
RL,9473,2Story,8,2002,2002,Gd,PConc,Gd,1128,Y,SBrkr,2031,2,3,1,7,1,2,TA,WD,Normal,237000
C (all),7500,1.5Fin,4,1920,1950,TA,CBlock,TA,698,Y,FuseA,1128,1,2,1,6,0,2,TA,COD,Abnorml,68400
RL,9808,1Story,7,2002,2002,Gd,PConc,Gd,1573,Y,SBrkr,1573,2,3,1,6,0,2,TA,WD,Normal,227000
RL,8049,1Story,7,1990,1990,TA,CBlock,Gd,1309,Y,SBrkr,1339,2,2,1,6,1,2,Gd,WD,Normal,180000
RL,8800,1Story,5,1977,2008,TA,CBlock,Gd,1040,Y,SBrkr,1040,2,3,1,5,0,2,TA,WD,Normal,150500
RL,9400,2Story,6,1971,1971,TA,CBlock,TA,912,Y,SBrkr,1824,2,4,2,8,0,0,NA,WD,Normal,139000
RL,9638,1.5Fin,6,1919,1990,TA,PConc,TA,804,Y,SBrkr,2447,2,4,1,10,1,1,TA,WD,Normal,169000
RM,6000,1.5Fin,6,1939,1950,TA,CBlock,TA,780,Y,FuseF,1412,1,4,1,6,1,1,TA,WD,Normal,132500
RL,9790,1Story,6,1963,1963,TA,CBlock,TA,1328,Y,SBrkr,1328,1,3,1,6,2,2,TA,WD,Normal,143000
RL,36500,1Story,5,1964,1964,TA,CBlock,TA,1624,Y,SBrkr,1582,2,4,1,7,0,2,TA,WD,Normal,190000
RL,5664,1Story,8,2000,2000,Gd,PConc,Gd,1501,Y,SBrkr,1659,2,2,1,5,1,2,TA,WD,Normal,278000
RL,11065,2Story,8,2006,2006,Gd,PConc,Gd,1085,Y,SBrkr,1970,2,3,1,8,1,3,TA,New,Partial,281000
RL,14112,SLvl,5,1964,1964,TA,PConc,TA,1152,Y,SBrkr,1152,1,3,1,6,1,2,TA,WD,Normal,180500
RM,1680,2Story,5,1972,1972,TA,CBlock,TA,630,Y,SBrkr,1302,2,3,1,6,0,1,TA,WD,Normal,119500
RM,6600,2Story,5,1892,1965,TA,Stone,TA,994,N,SBrkr,2372,2,4,2,11,0,1,TA,WD,Normal,107500
RL,10140,2Story,7,1976,1976,TA,PConc,Gd,832,Y,SBrkr,1664,2,4,1,8,1,2,TA,WD,Normal,162900
RL,8172,1Story,5,1955,1990,TA,CBlock,TA,864,Y,SBrkr,864,1,2,1,5,0,2,TA,WD,Normal,115000
RL,8400,1Story,5,1968,1968,TA,CBlock,TA,1052,Y,SBrkr,1052,1,3,1,5,0,1,TA,WD,Normal,138500
RL,8700,1Story,5,1963,1963,TA,CBlock,TA,1120,Y,SBrkr,1128,2,3,1,6,0,2,TA,WD,Normal,155000
RM,3675,SFoyer,6,2005,2006,TA,PConc,Gd,547,Y,SBrkr,1072,2,2,1,5,0,2,TA,New,Partial,140000
RL,63887,2Story,10,2008,2008,Ex,PConc,Ex,6110,Y,SBrkr,5642,2,3,1,12,3,2,TA,New,Partial,160000
RL,7500,1Story,5,1959,1994,TA,CBlock,TA,1246,Y,SBrkr,1246,1,3,1,6,0,1,TA,WD,Normal,154000
RL,10762,2Story,7,1999,1999,Gd,PConc,Gd,978,Y,SBrkr,1983,2,3,1,9,1,2,TA,WD,Normal,225000
RL,7500,2Story,6,1942,1950,TA,CBlock,TA,771,Y,SBrkr,1494,1,3,1,7,2,1,TA,WD,Normal,177500
RL,10120,2Story,8,1994,1994,Gd,PConc,Gd,1165,Y,SBrkr,2526,2,4,1,8,1,3,TA,WD,Normal,290000
RL,8688,1Story,7,2005,2005,Gd,PConc,Gd,1616,Y,SBrkr,1616,2,3,1,7,0,3,TA,WD,Normal,232000
RM,3363,2Story,7,2004,2004,Gd,PConc,Gd,976,Y,SBrkr,1708,2,3,1,7,0,2,TA,WD,Normal,130000
RL,13173,1Story,9,2006,2007,Gd,PConc,Ex,1652,Y,SBrkr,1652,2,2,1,6,2,2,TA,WD,Normal,325000
RL,6955,1Story,7,2005,2006,Gd,PConc,Gd,1368,Y,SBrkr,1368,2,2,1,6,1,2,TA,New,Partial,202500
RL,8072,1Story,5,1994,1995,TA,PConc,Gd,990,Y,SBrkr,990,1,3,1,5,0,2,TA,WD,Normal,138000
RM,12000,1Story,5,1948,2005,TA,CBlock,TA,924,Y,SBrkr,1122,1,2,1,6,0,2,TA,WD,Normal,147000
RL,7153,1Story,6,1991,1991,TA,CBlock,Gd,1278,Y,SBrkr,1294,2,3,1,6,0,2,TA,WD,Normal,179200
RL,17500,1Story,7,1959,2002,Gd,PConc,Gd,1902,Y,SBrkr,1902,2,3,1,7,2,2,TA,WD,Normal,335000
RL,8814,1Story,7,2005,2007,Gd,PConc,Gd,1274,Y,SBrkr,1274,2,3,1,6,0,2,TA,New,Partial,203000
RL,9572,2Story,8,1990,1990,Gd,PConc,Ex,1453,Y,SBrkr,2810,2,4,1,9,1,2,Gd,WD,Normal,302000
RL,14774,2Story,9,1999,1999,Gd,PConc,Gd,1393,Y,SBrkr,2599,2,4,1,10,1,3,TA,WD,Normal,333168
RL,8190,1Story,4,1954,1954,TA,CBlock,TA,948,Y,SBrkr,948,1,3,1,5,1,1,TA,WD,Normal,119000
RL,11075,2Story,6,1969,1969,TA,CBlock,Fa,952,Y,SBrkr,2112,2,4,1,9,2,2,TA,WD,Normal,206900
RL,10226,1Story,8,2008,2008,Gd,PConc,Ex,1622,Y,SBrkr,1630,2,3,1,8,1,3,TA,WD,Normal,295493
FV,4230,1Story,7,2006,2007,Gd,PConc,Ex,1352,Y,SBrkr,1352,2,2,1,5,1,2,TA,New,Partial,208900
RL,14781,1Story,8,2001,2002,Gd,PConc,Gd,1753,Y,SBrkr,1787,2,3,1,7,1,3,TA,WD,Normal,275000
RL,10215,1Story,4,1954,1954,TA,PConc,TA,864,Y,SBrkr,948,1,3,1,5,0,1,TA,WD,Normal,111000
RL,8400,1Story,6,1957,1957,TA,CBlock,TA,1478,Y,SBrkr,1478,1,3,1,6,2,2,TA,WD,Normal,156500
RL,6627,1Story,3,1949,1950,TA,CBlock,NA,0,N,SBrkr,720,1,2,1,4,0,1,Fa,WD,Normal,72500
RL,10186,2Story,7,1992,1992,Gd,PConc,Gd,750,Y,SBrkr,1923,2,3,1,8,1,2,TA,WD,Normal,190000
RL,5330,1Story,4,1940,1950,Fa,CBlock,TA,420,Y,SBrkr,708,1,2,1,5,0,0,NA,WD,Normal,82500
RL,9986,1Story,8,2006,2007,Gd,PConc,Ex,1795,Y,SBrkr,1795,2,2,1,7,1,3,TA,New,Partial,147000
RM,3636,1Story,4,1922,1950,TA,BrkTil,TA,796,N,SBrkr,796,1,2,1,5,0,0,NA,WD,Normal,55000
RH,4270,1Story,3,1931,2006,TA,BrkTil,TA,544,Y,SBrkr,774,1,3,1,6,0,0,NA,WD,Normal,79000
RL,6600,1Story,5,1982,2008,Gd,CBlock,TA,816,Y,SBrkr,816,1,3,1,5,1,1,TA,WD,Normal,130500
RM,10440,1.5Fin,6,1920,1950,Gd,BrkTil,Gd,1510,Y,SBrkr,2792,2,5,1,8,2,2,TA,WD,Normal,256000
RL,9084,2Story,7,1998,1998,TA,PConc,Gd,935,Y,SBrkr,1632,2,3,1,8,1,2,TA,WD,Normal,176500
RL,10000,1Story,8,2006,2006,Gd,PConc,Gd,1588,Y,SBrkr,1588,2,3,1,7,1,3,TA,WD,Normal,227000
RL,10780,SLvl,5,1976,1976,TA,CBlock,TA,911,Y,SBrkr,954,1,3,1,6,0,2,TA,WD,Normal,132500
RL,8877,1Story,4,1938,1958,TA,CBlock,TA,816,Y,SBrkr,816,1,2,1,3,1,1,Fa,WD,Normal,100000
RM,7200,1.5Fin,5,1938,1995,TA,CBlock,TA,803,Y,SBrkr,1360,1,2,1,6,0,1,TA,WD,Normal,125500
RM,2368,2Story,5,1970,1970,TA,CBlock,TA,765,Y,SBrkr,1365,1,3,1,7,0,2,TA,WD,Normal,125000
RL,9650,1Story,6,1977,1977,TA,CBlock,Gd,1350,Y,SBrkr,1334,2,2,1,6,1,2,TA,WD,Normal,167900
RL,9246,1Story,5,1973,1973,TA,CBlock,TA,1656,Y,SBrkr,1656,2,4,2,8,0,2,TA,WD,Normal,135000
RM,4118,1Story,4,1941,1950,TA,CBlock,TA,693,N,FuseA,693,1,2,1,4,0,0,NA,WD,Normal,52500
RL,13450,2Story,7,2002,2002,Gd,PConc,Gd,916,Y,SBrkr,1861,2,3,1,8,0,2,TA,WD,Normal,200000
RL,9560,1Story,5,1972,1972,TA,CBlock,TA,864,Y,SBrkr,864,1,3,1,5,0,1,TA,WD,Normal,128500
RL,8294,1Story,4,1971,1971,TA,CBlock,TA,858,Y,SBrkr,872,1,3,1,5,0,4,TA,WD,Normal,123000
RL,13695,1Story,6,2003,2004,TA,PConc,Gd,1114,Y,SBrkr,1114,1,3,1,6,0,2,TA,WD,Normal,155000
RL,9375,2Story,8,2002,2002,Gd,PConc,Gd,1284,Y,SBrkr,2169,2,3,1,7,1,2,TA,WD,Normal,228500
RL,7558,1.5Fin,6,1928,1950,TA,BrkTil,TA,896,Y,SBrkr,1913,1,3,1,9,1,2,Fa,WD,Normal,177000
RL,11103,2Story,7,2006,2006,Gd,PConc,Gd,728,Y,SBrkr,1456,2,3,1,8,1,2,TA,New,Partial,155835
RM,6000,1Story,4,1920,1950,TA,PConc,TA,960,Y,FuseA,960,1,2,1,5,0,1,TA,WD,Normal,108500
RL,20781,1Story,7,1968,2003,TA,CBlock,TA,1568,Y,SBrkr,2156,2,3,1,9,1,2,TA,WD,Normal,262500
RL,15306,1Story,8,2006,2007,Gd,PConc,Ex,1732,Y,SBrkr,1776,2,3,1,7,1,3,TA,New,Partial,283463
RL,16196,1Story,7,1998,1998,Gd,PConc,Gd,1482,Y,SBrkr,1494,2,3,1,5,1,2,TA,WD,Normal,215000
RM,5250,2Story,8,1872,1987,TA,BrkTil,TA,684,N,SBrkr,2358,2,4,1,8,0,0,NA,WD,Normal,122000
RL,11643,2Story,5,1969,1969,TA,CBlock,TA,1248,Y,SBrkr,2634,2,6,2,12,0,4,TA,WD,Normal,200000
RL,9247,2Story,6,1962,1962,TA,CBlock,TA,858,Y,SBrkr,1716,1,4,1,8,1,2,TA,WD,Normal,171000
RM,6000,1.5Fin,6,1937,2000,Gd,BrkTil,TA,698,Y,SBrkr,1176,1,2,1,4,0,2,TA,WD,Normal,134900
RL,14720,1.5Fin,8,1995,1996,Gd,PConc,Gd,2033,Y,SBrkr,3238,2,4,1,9,1,3,TA,WD,Normal,410000
RL,10316,2Story,7,2000,2000,Gd,PConc,Gd,992,Y,SBrkr,1865,2,3,1,7,1,3,TA,WD,Normal,235000
RL,10192,SLvl,7,1968,1992,TA,CBlock,TA,570,Y,SBrkr,1920,3,4,1,8,1,2,TA,WD,Normal,170000
RL,9477,1Story,5,1966,1966,TA,CBlock,TA,864,Y,SBrkr,892,1,3,1,5,0,1,TA,WD,Normal,110000
RL,12537,1Story,5,1971,2008,TA,CBlock,TA,1078,Y,SBrkr,1078,1,3,1,6,1,2,TA,WD,Normal,149900
FV,2117,2Story,6,2000,2000,Gd,PConc,Gd,756,Y,SBrkr,1573,2,3,1,5,0,2,TA,WD,Normal,177500
RL,16737,1Story,9,2004,2005,Gd,PConc,Ex,1980,Y,SBrkr,1980,2,3,1,8,1,3,TA,WD,Normal,315000
RL,9842,2Story,5,1921,1998,TA,BrkTil,TA,612,Y,SBrkr,2601,3,4,1,8,0,2,TA,WD,Normal,189000
RL,16158,1Story,7,2005,2005,Gd,PConc,Ex,1530,Y,SBrkr,1530,2,3,1,7,1,2,TA,WD,Normal,260000
RL,12513,1.5Fin,4,1920,2007,TA,BrkTil,TA,715,Y,SBrkr,1738,2,4,1,7,1,1,TA,WD,Normal,104900
RL,8499,2Story,6,2006,2007,TA,PConc,Gd,616,Y,SBrkr,1412,2,3,1,6,1,2,TA,New,Partial,156932
FV,3180,2Story,7,2005,2005,Gd,PConc,Gd,600,Y,SBrkr,1200,2,2,1,4,0,2,TA,WD,Abnorml,144152
FV,7500,2Story,7,2000,2000,Gd,PConc,Gd,814,Y,SBrkr,1674,2,3,1,7,0,2,TA,WD,Normal,216000
RL,9179,2Story,7,1999,1999,Gd,PConc,Gd,873,Y,SBrkr,1790,2,3,1,7,0,2,TA,WD,Abnorml,193000
RM,2665,2Story,5,1977,1977,TA,PConc,TA,757,Y,SBrkr,1475,2,4,1,6,1,1,TA,WD,Normal,127000
RM,4435,1Story,6,2003,2004,Gd,PConc,Gd,848,Y,SBrkr,848,1,1,1,4,0,2,TA,WD,Normal,144000
RL,10635,1Story,8,2003,2003,Gd,PConc,Gd,1657,Y,SBrkr,1668,2,3,1,8,1,2,TA,WD,Normal,232000
RL,5400,1.5Fin,4,1920,1950,Fa,PConc,TA,840,Y,SBrkr,1374,1,2,1,6,0,1,TA,WD,Normal,105000
RL,9600,SLvl,6,1955,1996,TA,CBlock,TA,992,Y,SBrkr,1661,1,3,1,8,1,1,TA,WD,Normal,165500
RL,9750,2Story,7,1998,1998,TA,PConc,Gd,1108,Y,SBrkr,2097,2,3,1,8,1,2,TA,WD,Normal,274300
RL,11400,1Story,10,2001,2002,Ex,PConc,Ex,2633,Y,SBrkr,2633,2,2,1,8,2,3,TA,WD,Normal,466500
FV,10625,2Story,7,2005,2005,Gd,PConc,Gd,1026,Y,SBrkr,1958,2,3,1,9,1,3,TA,WD,Normal,250000
RL,10991,1Story,8,2007,2007,Gd,PConc,Gd,1571,Y,SBrkr,1571,2,3,1,7,1,3,TA,New,Partial,239000
RL,6292,1Story,6,1930,1950,TA,BrkTil,Gd,768,N,SBrkr,790,1,2,1,4,0,1,TA,WD,Normal,91000
RL,10998,1.5Fin,5,1941,1960,TA,CBlock,TA,984,Y,SBrkr,1604,2,3,1,6,0,2,TA,WD,Normal,117000
RM,1953,2Story,6,1973,1973,TA,CBlock,TA,483,Y,SBrkr,987,1,2,1,5,0,1,TA,WD,Normal,83000
RL,9735,SLvl,5,2006,2007,TA,PConc,Gd,384,Y,NA,1394,2,3,1,7,0,2,TA,WD,Normal,167500
RL,8212,1Story,3,1914,1950,TA,BrkTil,TA,864,N,FuseF,864,1,2,1,5,0,1,Fa,WD,Normal,58500
RL,12925,1Story,6,1970,1970,TA,CBlock,TA,1205,Y,SBrkr,2117,2,4,1,7,2,2,TA,WD,Normal,237500
RM,7200,2Story,7,1920,1950,TA,BrkTil,Fa,596,Y,SBrkr,1762,1,4,1,8,0,2,TA,WD,Normal,157000
RL,25339,1Story,5,1918,2007,TA,BrkTil,TA,816,Y,SBrkr,1416,2,3,1,7,0,2,TA,WD,Normal,112000
RL,9060,1.5Fin,6,1939,1950,TA,BrkTil,TA,560,Y,SBrkr,1258,1,2,1,6,0,1,TA,WD,Normal,105000
RM,5436,1.5Fin,4,1922,2007,TA,BrkTil,TA,796,Y,SBrkr,1154,1,3,1,7,0,1,TA,WD,Normal,125500
RL,16692,2Story,7,1978,1978,TA,CBlock,Gd,1392,Y,SBrkr,2784,3,5,1,12,2,2,TA,WD,Normal,250000
RM,8520,1.5Fin,6,1916,1950,TA,BrkTil,TA,714,N,SBrkr,2526,2,5,1,10,1,1,TA,CWD,Family,136000
RL,14892,1Story,9,2006,2007,Ex,PConc,Ex,1746,Y,SBrkr,1746,2,3,1,7,2,3,TA,WD,Normal,377500
RM,6000,1.5Fin,6,1941,1950,TA,BrkTil,TA,735,Y,SBrkr,1218,1,3,1,6,1,2,TA,WD,Normal,131000
RL,9100,1Story,7,2000,2000,Gd,PConc,Gd,1525,Y,SBrkr,1525,2,3,1,6,0,2,TA,WD,Normal,235000
